order_id,order_date,delivery_date,customer_id,seller_id,region,product_category,payment_method,order_value,discount_percent,final_price,quantity,delivery_status,refund_flag,delivery_time_days,customer_rating,satisfaction_score,logistics_partner,delay_reason,repeat_purchase_flag,customer_name,customer_email,customer_segment,seller_name,seller_region
ORD004032,28-07-2025,05-08-2025,CUST04281,SELL0003,Jaipur,Electronics,Cod,20289.93024,49.03,10341.77744,1,Delivered,FALSE,8,1.3,46,Bluedart,Incorrect Address,FALSE,Customer_2918,customer2918@email.com,Premium,Seller_486,North
ORD001711,08-12-2024,14-12-2024,CUST01578,SELL0003,Surat,Sports,Wallet,2102.438632,22.25,1634.646036,2,Delivered,FALSE,6,1.4,31.2,Bluedart,High Demand,FALSE,Customer_1216,customer1216@email.com,Regular,Seller_486,North
ORD004099,13-05-2025,23-05-2025,CUST01163,SELL0003,Surat,Sports,Credit Card,10025.70124,48.14,5199.328663,4,Delivered,TRUE,10,2.8,55.5,Bluedart,Weather,FALSE,Customer_2951,customer2951@email.com,Regular,Seller_486,North
ORD013337,01-08-2025,09-08-2025,CUST03520,SELL0004,Jaipur,Electronics,Upi,27499.49706,43.84,15443.71755,1,Delivered,FALSE,8,5,67.4,Bluedart,Weather,TRUE,Customer_5313,customer5313@email.com,Regular,Seller_310,West
ORD017286,27-09-2024,30-09-2024,CUST04363,SELL0004,Bengaluru,Electronics,Credit Card,25744.24095,49.82,12918.46011,1,Delivered,FALSE,3,4.5,25.5,Bluedart,Logistics Issue,TRUE,Customer_4335,customer4335@email.com,Regular,Seller_310,West
ORD012591,31-05-2025,06-06-2025,CUST03104,SELL0004,Ahmedabad,Groceries,Upi,8052.026139,27.08,5871.53746,2,Delivered,FALSE,6,2.4,11.4,Bluedart,Logistics Issue,FALSE,Customer_5238,customer5238@email.com,Regular,Seller_310,West
ORD004161,14-03-2025,22-03-2025,CUST05824,SELL0004,Patna,Beauty,Cod,7886.451543,7.98,7257.11271,3,Cancelled,FALSE,8,4.7,66.9,Bluedart,High Demand,TRUE,Customer_2979,customer2979@email.com,Regular,Seller_310,West
ORD017460,01-08-2024,03-09-2024,CUST03747,SELL0004,Hyderabad,Sports,Debit Card,7839.6446,47.84,4089.158624,3,Cancelled,FALSE,8,3.8,64.1,Bluedart,High Demand,FALSE,Customer_4679,customer4679@email.com,Occasional,Seller_310,West
ORD018304,17-02-2025,22-02-2025,CUST00071,SELL0004,Chennai,Home,Wallet,20439.78066,21.71,16002.30428,4,Delivered,FALSE,5,4.5,94.5,Bluedart,,TRUE,Customer_5077,customer5077@email.com,Premium,Seller_310,West
ORD004647,21-03-2025,01-06-2025,CUST05326,SELL0004,Lucknow,Toys,Debit Card,3896.644423,13.38,3375.273399,3,Delivered,FALSE,10,3.1,84.2,Bluedart,Weather,FALSE,Customer_3211,customer3211@email.com,Occasional,Seller_310,West
ORD004868,04-09-2024,09-09-2024,CUST01717,SELL0004,Rajkot,Fashion,Debit Card,19631.84273,28.55,14026.95163,1,Delivered,FALSE,5,2.1,72.8,Bluedart,Incorrect Address,TRUE,Customer_3308,customer3308@email.com,Regular,Seller_310,West
ORD006248,05-11-2024,19-11-2024,CUST03192,SELL0004,Chennai,Sports,Debit Card,15457.54133,13.84,13318.21761,2,Delivered,FALSE,14,2.7,15,Bluedart,Logistics Issue,TRUE,Customer_3214,customer3214@email.com,Occasional,Seller_310,West
ORD014631,23-04-2025,26-04-2025,CUST02924,SELL0004,Mumbai,Groceries,Cod,10481.33661,31.44,7186.004382,3,Delivered,FALSE,3,3.8,43.4,Bluedart,Logistics Issue,TRUE,Customer_2484,customer2484@email.com,Regular,Seller_310,West
ORD006865,01-11-2024,03-11-2024,CUST02868,SELL0004,Ranchi,Sports,Cod,18995.0488,14.59,16223.67118,4,Delivered,TRUE,2,3.4,15.3,Bluedart,Incorrect Address,TRUE,Customer_4061,customer4061@email.com,Premium,Seller_310,West
ORD012524,13-02-2025,18-02-2025,CUST01161,SELL0005,Rajkot,Toys,Upi,1634.964975,42.39,941.9033221,3,Delivered,TRUE,5,4.8,54.8,Bluedart,Logistics Issue,FALSE,Customer_3241,customer3241@email.com,Regular,Seller_248,West
ORD004342,26-12-2024,07-01-2025,CUST00985,SELL0005,Mumbai,Beauty,Debit Card,9895.509325,39.42,5994.699549,1,Delivered,FALSE,12,1.2,27.8,Bluedart,Logistics Issue,FALSE,Customer_617,customer617@email.com,Premium,Seller_248,West
ORD004413,12-08-2024,22-08-2024,CUST02528,SELL0005,Guwahati,Toys,Debit Card,457.6982281,12.23,401.7217348,2,Delivered,FALSE,10,2.3,12.9,Bluedart,,TRUE,Customer_1865,customer1865@email.com,Occasional,Seller_248,West
ORD010454,07-12-2024,19-12-2024,CUST02196,SELL0005,Ranchi,Beauty,Credit Card,1705.44972,5.02,1619.836144,4,Delivered,FALSE,12,3.9,32.9,Bluedart,,TRUE,Customer_450,customer450@email.com,Occasional,Seller_248,West
ORD014533,18-01-2025,30-01-2025,CUST00607,SELL0005,Chandigarh,Beauty,Upi,1359.167217,48.5,699.9711167,3,Delivered,FALSE,12,1.4,76.6,Bluedart,High Demand,TRUE,Customer_2046,customer2046@email.com,Regular,Seller_248,West
ORD019021,31-08-2024,07-09-2024,CUST04315,SELL0005,Jaipur,Home,Credit Card,22248.53741,16.09,18668.74774,3,Delivered,FALSE,7,2.5,97.4,Bluedart,High Demand,TRUE,Customer_249,customer249@email.com,Regular,Seller_248,West
ORD003158,19-01-2025,20-01-2025,CUST01180,SELL0005,Ranchi,Groceries,Debit Card,8135.938426,3.22,7873.961208,3,Delivered,FALSE,1,4.7,54.3,Bluedart,Incorrect Address,TRUE,Customer_2449,customer2449@email.com,Regular,Seller_248,West
ORD000501,18-01-2025,22-01-2025,CUST01329,SELL0006,Delhi,Fashion,Debit Card,20760.18155,32.44,14025.57866,3,Delivered,FALSE,4,3.6,70.5,Bluedart,,TRUE,Customer_486,customer486@email.com,Premium,Seller_308,West
ORD008995,31-05-2025,10-06-2025,CUST00336,SELL0006,Bengaluru,Home,Upi,3559.007369,32.74,2393.788357,4,Delivered,FALSE,10,4.3,46,Bluedart,Incorrect Address,FALSE,Customer_1441,customer1441@email.com,Regular,Seller_308,West
ORD009970,29-01-2025,10-02-2025,CUST02327,SELL0006,Bengaluru,Toys,Credit Card,16064.3973,19.47,12936.65914,4,Cancelled,FALSE,12,3.5,34.3,Bluedart,Incorrect Address,FALSE,Customer_3939,customer3939@email.com,Regular,Seller_308,West
ORD008894,04-02-2025,06-02-2025,CUST05230,SELL0006,Pune,Toys,Upi,13509.27664,35.44,8721.589001,3,Delivered,FALSE,2,4.3,23.2,Bluedart,Logistics Issue,FALSE,Customer_433,customer433@email.com,Occasional,Seller_308,West
ORD016387,12-05-2025,21-05-2025,CUST03448,SELL0006,Visakhapatnam,Toys,Cod,8734.757697,5.78,8229.888702,2,Delivered,FALSE,9,2,86.1,Bluedart,Incorrect Address,TRUE,Customer_1855,customer1855@email.com,Premium,Seller_308,West
ORD004617,26-09-2025,01-10-2025,CUST02625,SELL0006,Guwahati,Electronics,Cod,11811.63278,49.93,5914.084534,2,Delivered,TRUE,5,2.6,90.3,Bluedart,Logistics Issue,FALSE,Customer_1161,customer1161@email.com,Regular,Seller_308,West
ORD009510,14-11-2024,24-11-2024,CUST05230,SELL0006,Kanpur,Home,Credit Card,9281.599169,34.95,6037.68026,1,Delivered,FALSE,10,3.4,91.8,Bluedart,Incorrect Address,TRUE,Customer_433,customer433@email.com,Occasional,Seller_308,West
ORD008419,19-07-2025,01-08-2025,CUST00862,SELL0007,Coimbatore,Fashion,Wallet,20582.58882,41.74,11991.41624,1,Cancelled,FALSE,13,2.5,72.6,Bluedart,Weather,FALSE,Customer_4481,customer4481@email.com,Regular,Seller_344,East
ORD018414,03-09-2025,12-09-2025,CUST03674,SELL0007,Patna,Beauty,Wallet,10882.51935,49.73,5470.642479,4,Delivered,FALSE,9,4.3,18.9,Bluedart,High Demand,FALSE,Customer_4534,customer4534@email.com,Occasional,Seller_344,East
ORD004697,30-08-2025,09-09-2025,CUST03243,SELL0007,Pune,Sports,Wallet,1570.487505,3.9,1509.238492,3,Delivered,TRUE,10,3.3,16,Bluedart,Incorrect Address,TRUE,Customer_2815,customer2815@email.com,Occasional,Seller_344,East
ORD009144,14-06-2025,25-06-2025,CUST03603,SELL0007,Hyderabad,Groceries,Upi,8991.767084,8.09,8264.333127,3,Delivered,FALSE,11,1.6,57.9,Bluedart,Incorrect Address,FALSE,Customer_4669,customer4669@email.com,Occasional,Seller_344,East
ORD005851,11-08-2024,12-08-2024,CUST04850,SELL0007,Jaipur,Groceries,Cod,9839.265794,36.51,6246.949853,1,Delivered,FALSE,1,2.1,27.7,Bluedart,Logistics Issue,FALSE,Customer_3511,customer3511@email.com,Occasional,Seller_344,East
ORD016123,03-03-2025,21-09-2025,CUST05140,SELL0007,Jamshedpur,Groceries,Wallet,5459.55084,7.97,5024.424638,3,Delivered,FALSE,2,4.3,4,Bluedart,Logistics Issue,FALSE,Customer_1359,customer1359@email.com,Premium,Seller_344,East
ORD017957,12-09-2024,16-09-2024,CUST00845,SELL0008,Jamshedpur,Sports,Wallet,20686.49041,22.23,16087.88359,1,Delivered,FALSE,4,4.8,99.5,Bluedart,Incorrect Address,TRUE,Customer_637,customer637@email.com,Occasional,Seller_329,West
ORD018516,10-04-2025,13-04-2025,CUST03935,SELL0008,Coimbatore,Groceries,Wallet,5873.397713,43.34,3327.867144,1,Delivered,FALSE,3,1.2,57.2,Bluedart,Logistics Issue,TRUE,Customer_2179,customer2179@email.com,Regular,Seller_329,West
ORD017392,24-12-2024,02-01-2025,CUST00087,SELL0008,Chandigarh,Toys,Wallet,11724.31581,46.63,6257.267345,3,Delivered,FALSE,9,4.4,50.1,Bluedart,Weather,FALSE,Customer_3503,customer3503@email.com,Regular,Seller_329,West
ORD001738,08-05-2025,11-05-2025,CUST02476,SELL0008,Kochi,Electronics,Credit Card,23874.95424,8.22,21912.433,3,Delivered,TRUE,3,3.1,79,Bluedart,High Demand,FALSE,Customer_1372,customer1372@email.com,Occasional,Seller_329,West
ORD010487,03-06-2025,07-06-2025,CUST04255,SELL0008,Rajkot,Fashion,Upi,3956.386638,39.36,2399.152858,2,Delivered,FALSE,4,2.8,45,Bluedart,,TRUE,Customer_3560,customer3560@email.com,Occasional,Seller_329,West
ORD006441,27-08-2024,02-09-2024,CUST04646,SELL0009,Kanpur,Fashion,Debit Card,11001.90368,42.98,6273.285479,1,Delivered,FALSE,6,3.8,58.1,Bluedart,Incorrect Address,TRUE,Customer_2343,customer2343@email.com,Occasional,Seller_228,North
ORD009270,14-05-2025,15-05-2025,CUST02349,SELL0009,Jamshedpur,Fashion,Cod,21186.14876,36.09,13540.06767,1,Delivered,FALSE,1,2.3,28.3,Bluedart,Weather,TRUE,Customer_3576,customer3576@email.com,Regular,Seller_228,North
ORD018055,16-08-2024,28-08-2024,CUST04856,SELL0009,Jamshedpur,Home,Upi,5107.924371,37.19,3208.287297,2,Pending,FALSE,12,2.8,65.8,Bluedart,,FALSE,Customer_491,customer491@email.com,Premium,Seller_228,North
ORD017869,21-06-2025,03-07-2025,CUST05604,SELL0009,Surat,Toys,Credit Card,13356.36621,4.67,12732.6239,1,Cancelled,FALSE,12,2.4,83.9,Bluedart,High Demand,FALSE,Customer_3046,customer3046@email.com,Premium,Seller_228,North
ORD005079,27-05-2025,31-05-2025,CUST00596,SELL0009,Lucknow,Toys,Wallet,6867.275542,41.93,3987.826907,3,Delivered,FALSE,4,3.9,42.9,Bluedart,,FALSE,Customer_1204,customer1204@email.com,Regular,Seller_228,North
ORD001719,13-02-2025,20-02-2025,CUST02521,SELL0009,Pune,Electronics,Debit Card,11778.07744,45.14,6461.453286,4,Cancelled,FALSE,7,4.7,81.3,Bluedart,,FALSE,Customer_1462,customer1462@email.com,Premium,Seller_228,North
ORD000022,31-01-2025,01-02-2025,CUST02759,SELL0010,Chandigarh,Beauty,Credit Card,3213.16296,23.43,2460.318879,2,Delivered,FALSE,1,3.6,85.6,Bluedart,Incorrect Address,TRUE,Customer_21,customer21@email.com,Premium,Seller_21,West
ORD007024,25-05-2025,06-06-2025,CUST02175,SELL0010,Pune,Home,Credit Card,18605.75639,6.08,17474.5264,1,Cancelled,FALSE,12,3.3,2.4,Bluedart,Logistics Issue,TRUE,Customer_4112,customer4112@email.com,Regular,Seller_21,West
ORD000517,14-04-2025,20-04-2025,CUST03404,SELL0010,Pune,Groceries,Upi,2280.407206,45.08,1252.399637,4,Pending,FALSE,6,4.8,99.8,Bluedart,Weather,FALSE,Customer_501,customer501@email.com,Regular,Seller_21,West
ORD008030,11-01-2025,13-01-2025,CUST04283,SELL0010,Ahmedabad,Fashion,Debit Card,6966.994537,40.39,4153.025444,2,Delivered,FALSE,2,2.5,11,Bluedart,High Demand,FALSE,Customer_4395,customer4395@email.com,Occasional,Seller_21,West
ORD016691,01-04-2025,10-04-2025,CUST00533,SELL0011,Ranchi,Toys,Cod,15307.41136,24.45,11564.74928,4,Delivered,FALSE,9,3,45.9,Bluedart,,TRUE,Customer_4206,customer4206@email.com,Regular,Seller_4,South
ORD003322,01-05-2025,15-05-2025,CUST00976,SELL0011,Chennai,Toys,Cod,0,12.58,0,2,Delivered,FALSE,14,2.6,79.3,Bluedart,Incorrect Address,FALSE,Customer_2544,customer2544@email.com,Regular,Seller_4,South
ORD016941,20-04-2025,23-04-2025,CUST04713,SELL0011,Delhi,Toys,Credit Card,18872.86369,3.19,18270.81934,2,Delivered,FALSE,3,4.8,48.4,Bluedart,,FALSE,Customer_1137,customer1137@email.com,Occasional,Seller_4,South
ORD000547,10-08-2024,19-08-2024,CUST03751,SELL0011,Visakhapatnam,Electronics,Credit Card,32755.14839,31.15,22551.91967,1,Cancelled,TRUE,9,3.4,37.9,Bluedart,High Demand,FALSE,Customer_530,customer530@email.com,Premium,Seller_4,South
ORD004571,14-09-2024,20-09-2024,CUST05189,SELL0011,Patna,Sports,Upi,18156.84349,23.44,13900.87937,4,Cancelled,FALSE,6,2.1,29,Bluedart,,TRUE,Customer_2155,customer2155@email.com,Occasional,Seller_4,South
ORD007360,26-02-2025,04-03-2025,CUST02289,SELL0011,Pune,Fashion,Wallet,6371.553287,0.7,6326.952414,1,Delivered,FALSE,6,3.9,93.5,Bluedart,High Demand,TRUE,Customer_4218,customer4218@email.com,Occasional,Seller_4,South
ORD019483,16-03-2025,19-03-2025,CUST04833,SELL0012,Jamshedpur,Groceries,Upi,10317.15704,46.04,5567.137936,2,Pending,FALSE,3,1.3,64.7,Bluedart,High Demand,FALSE,Customer_630,customer630@email.com,Premium,Seller_32,South
ORD001098,14-07-2025,26-07-2025,CUST02146,SELL0012,Ahmedabad,Groceries,Credit Card,1534.542239,33.35,1022.772402,1,Delivered,FALSE,12,3.6,39.1,Bluedart,Weather,TRUE,Customer_1011,customer1011@email.com,Occasional,Seller_32,South
ORD019803,13-02-2025,27-02-2025,CUST02706,SELL0012,Mumbai,Beauty,Upi,685.1644403,29.17,485.301973,3,Delivered,FALSE,14,4.5,81.4,Bluedart,High Demand,TRUE,Customer_2522,customer2522@email.com,Occasional,Seller_32,South
ORD016983,19-04-2025,29-04-2025,CUST01389,SELL0012,Chennai,Fashion,Credit Card,9812.684838,37.92,6091.714747,2,Delivered,FALSE,10,2.6,49.3,Bluedart,Incorrect Address,FALSE,Customer_3199,customer3199@email.com,Premium,Seller_32,South
ORD008954,16-08-2024,29-08-2024,CUST00698,SELL0012,Chandigarh,Fashion,Wallet,1360.423075,48.8,696.5366142,4,Delivered,FALSE,13,1.4,71,Bluedart,Incorrect Address,FALSE,Customer_3004,customer3004@email.com,Regular,Seller_32,South
ORD009004,04-09-2025,15-09-2025,CUST04410,SELL0012,Guwahati,Toys,Credit Card,16147.58788,4.81,15370.8889,4,Delivered,FALSE,11,4.2,12,Bluedart,Logistics Issue,FALSE,Customer_4109,customer4109@email.com,Regular,Seller_32,South
ORD012748,25-08-2024,07-09-2024,CUST00311,SELL0013,Hyderabad,Sports,Upi,7045.770542,44.48,3911.811805,3,Delivered,FALSE,13,3.6,20.1,Bluedart,Weather,TRUE,Customer_5251,customer5251@email.com,Occasional,Seller_96,North
ORD012935,18-09-2025,23-09-2025,CUST01237,SELL0013,Lucknow,Fashion,Wallet,13420.93071,18.96,10876.32225,2,Delivered,FALSE,5,4.8,51,Bluedart,Incorrect Address,FALSE,Customer_2696,customer2696@email.com,Occasional,Seller_96,North
ORD001460,27-01-2025,10-02-2025,CUST00733,SELL0013,Chandigarh,Fashion,Upi,13899.68322,11.51,12299.82968,1,Delivered,FALSE,14,3.7,5.4,Bluedart,Logistics Issue,TRUE,Customer_1138,customer1138@email.com,Premium,Seller_96,North
ORD014303,17-04-2025,23-04-2025,CUST04898,SELL0013,Kanpur,Sports,Debit Card,1064.548928,32.23,721.4448087,2,Delivered,FALSE,6,1.9,94.5,Bluedart,,FALSE,Customer_3665,customer3665@email.com,Regular,Seller_96,North
ORD011146,02-04-2025,12-04-2025,CUST00727,SELL0013,Kolkata,Groceries,Cod,13624.35362,40.28,8136.463984,3,Delivered,FALSE,10,3.5,32.7,Bluedart,Logistics Issue,TRUE,Customer_1580,customer1580@email.com,Occasional,Seller_96,North
ORD011261,08-09-2024,12-09-2024,CUST01503,SELL0013,Vadodara,Sports,Credit Card,2843.626449,22.85,2193.857806,2,Delivered,FALSE,4,4.9,76.5,Bluedart,High Demand,FALSE,Customer_2048,customer2048@email.com,Occasional,Seller_96,North
ORD005152,27-04-2025,28-04-2025,CUST01180,SELL0013,Amritsar,Beauty,Wallet,0,20.96,0,3,Delivered,FALSE,1,3.6,40.4,Bluedart,Weather,TRUE,Customer_2449,customer2449@email.com,Regular,Seller_96,North
ORD000768,05-08-2025,11-08-2025,CUST03882,SELL0013,Delhi,Electronics,Debit Card,9125.118176,11.39,8085.767215,1,Delivered,FALSE,6,3.3,88.1,Bluedart,Weather,TRUE,Customer_732,customer732@email.com,Premium,Seller_96,North
ORD013804,04-10-2024,06-10-2024,CUST01150,SELL0014,Kanpur,Sports,Cod,587.102125,31.53,401.988825,2,Delivered,FALSE,2,1.8,25.5,Bluedart,Incorrect Address,TRUE,Customer_5362,customer5362@email.com,Regular,Seller_467,South
ORD002791,31-10-2024,13-11-2024,CUST04840,SELL0014,Coimbatore,Fashion,Cod,16140.0915,17.29,13349.46968,1,Delivered,FALSE,13,2.2,18.1,Bluedart,High Demand,FALSE,Customer_380,customer380@email.com,Occasional,Seller_467,South
ORD015659,27-05-2025,05-06-2025,CUST01830,SELL0014,Guwahati,Home,Credit Card,9257.097575,7.55,8558.186708,1,Delivered,FALSE,9,4.1,43.5,Bluedart,Logistics Issue,TRUE,Customer_5052,customer5052@email.com,Premium,Seller_467,South
ORD011027,05-03-2025,16-03-2025,CUST02752,SELL0014,Hyderabad,Sports,Cod,17655.22445,37.01,11121.02588,3,Cancelled,TRUE,11,2.9,56.5,Bluedart,Weather,TRUE,Customer_483,customer483@email.com,Premium,Seller_467,South
ORD008122,29-01-2025,30-01-2025,CUST05122,SELL0014,Kanpur,Toys,Upi,578.2569139,24.41,437.1044012,1,Delivered,TRUE,1,4.2,9.5,Bluedart,,TRUE,Customer_4070,customer4070@email.com,Regular,Seller_467,South
ORD019686,29-03-2025,12-04-2025,CUST00237,SELL0014,Lucknow,Beauty,Debit Card,7871.851922,33.24,5255.248343,1,Delivered,FALSE,14,4.4,46.9,Bluedart,Logistics Issue,TRUE,Customer_1180,customer1180@email.com,Regular,Seller_467,South
ORD016712,04-09-2024,06-09-2024,CUST04621,SELL0014,Jamshedpur,Groceries,Wallet,12130.99668,48.2,6283.856279,2,Delivered,FALSE,2,4.8,80.5,Bluedart,Incorrect Address,FALSE,Customer_58,customer58@email.com,Occasional,Seller_467,South
ORD015995,23-07-2025,06-08-2025,CUST00422,SELL0015,Kanpur,Beauty,Debit Card,10003.5922,9.88,9015.23729,1,Cancelled,FALSE,14,3.8,13.9,Bluedart,High Demand,TRUE,Customer_60,customer60@email.com,Occasional,Seller_315,West
ORD008853,16-05-2025,19-05-2025,CUST01463,SELL0015,Mumbai,Fashion,Upi,25026.13521,16.42,20916.84381,4,Pending,FALSE,3,4.2,11.1,Bluedart,Logistics Issue,FALSE,Customer_4593,customer4593@email.com,Regular,Seller_315,West
ORD002640,25-06-2025,07-07-2025,CUST03759,SELL0015,Chennai,Fashion,Upi,24295.58115,15.22,20597.7937,1,Delivered,FALSE,12,2.7,6.1,Bluedart,High Demand,TRUE,Customer_1749,customer1749@email.com,Premium,Seller_315,West
ORD010089,21-06-2025,01-07-2025,CUST01464,SELL0015,Guwahati,Electronics,Wallet,28706.88956,16.99,23829.58903,2,Delivered,FALSE,10,3.4,83.9,Bluedart,High Demand,TRUE,Customer_126,customer126@email.com,Regular,Seller_315,West
ORD019411,01-07-2025,09-07-2025,CUST04108,SELL0015,Kolkata,Home,Wallet,12495.30077,0.03,12491.55218,2,Delivered,FALSE,8,4.2,80.1,Bluedart,Logistics Issue,FALSE,Customer_5724,customer5724@email.com,Regular,Seller_315,West
ORD018420,16-03-2025,20-03-2025,CUST04802,SELL0015,Bengaluru,Electronics,Credit Card,22721.83603,7.33,21056.32545,3,Delivered,FALSE,4,3.7,45.5,Bluedart,Incorrect Address,TRUE,Customer_1563,customer1563@email.com,Premium,Seller_315,West
ORD005085,09-09-2024,13-09-2024,CUST02960,SELL0015,Chandigarh,Fashion,Debit Card,23042.88345,33.4,15346.56038,4,Delivered,FALSE,4,2.3,7.7,Bluedart,High Demand,TRUE,Customer_3400,customer3400@email.com,Occasional,Seller_315,West
