order_id,order_date,delivery_date,customer_id,seller_id,region,product_category,payment_method,order_value,discount_percent,final_price,quantity,delivery_status,refund_flag,delivery_time_days,customer_rating,satisfaction_score,logistics_partner,delay_reason,repeat_purchase_flag,customer_name,customer_email,customer_segment,seller_name,seller_region
ORD000092,2025-07-25,30-07-2025,CUST03167,SELL0219,South,Toys,Upi,4011.12,4.99,3810.97,4,Shipped,No,5,1.6,39.5,Ecom Express,High Demand,Yes,Customer_89,customer89@email.com,Occasional,Seller_83,East
ORD000093,2025-09-08,13-09-2025,CUST02194,SELL0249,South,Fashion,Wallet,1958.39,122.92365,1497.97,2,Delivered,No,5,3.6,6.4,Delhivery,Logistics Issue,No,Customer_90,customer90@email.com,Occasional,Seller_84,East
ORD000094,2025-08-30,07-09-2025,CUST05626,SELL0386,West,Sports,Wallet,7533.17,10.66,6730.13,3,Cancelled,No,8,2.7,42.9,Xpressbees,,No,Customer_91,customer91@email.com,Occasional,Seller_85,West
ORD000095,2025-08-31,01-09-2025,CUST03187,SELL0452,South,Groceries,Wallet,5715.54,22.19,4447.26,2,Shipped,No,1,4.5,64.6,Ecom Express,,Yes,Customer_92,customer92@email.com,Occasional,Seller_86,North
ORD000096,2024-12-09,22-12-2024,CUST00513,SELL0128,North,Sports,Debit Card,17625.52,27.07,12854.29,3,Delivered,No,13,1.3,19.6,Bluedart,Weather,Yes,Customer_93,customer93@email.com,Occasional,Seller_77,South
ORD000097,2024-09-30,03-10-2024,CUST01620,SELL0276,East,Home,Credit Card,11290.08,45.03,6206.16,2,Delivered,No,3,4.1,16.9,Bluedart,,Yes,Customer_94,customer94@email.com,Premium,Seller_87,West
ORD000098,2025-03-25,29-03-2025,CUST05826,SELL0470,North,Fashion,Cod,861.05,20.17,687.38,4,Delivered,No,4,3.2,40.9,Shopee Express,,Yes,Customer_95,customer95@email.com,Regular,Seller_88,South
ORD000099,2024-09-28,25-10-2024,CUST01426,SELL0294,South,Home,Wallet,2278.81,49.54,1149.89,2,Delivered,No,9,1.7,26.1,Shopee Express,Logistics Issue,Yes,Customer_96,customer96@email.com,Premium,Seller_89,North
ORD000100,2024-10-29,04-11-2024,CUST00641,SELL0334,West,Groceries,Cod,10060.2,27.11,7332.88,2,Delivered,No,6,2.9,36.3,Xpressbees,Logistics Issue,No,Customer_97,customer97@email.com,Occasional,Seller_18,North
ORD000101,2024-09-30,01-10-2024,CUST04287,SELL0132,East,Fashion,Wallet,476.82,85.2063282,372.21,3,Delivered,No,1,5,64.8,Xpressbees,High Demand,Yes,Customer_98,customer98@email.com,Occasional,Seller_90,East
ORD000102,2024-09-27,10-10-2024,CUST00243,SELL0151,South,Beauty,Upi,8831.79,4.33,8449.37,1,Delivered,No,13,2.4,74.2,Delhivery,High Demand,No,Customer_99,customer99@email.com,Occasional,Seller_91,East
ORD000103,2025-01-12,19-01-2025,CUST01324,SELL0306,East,Electronics,Debit Card,18452.32,24.98,13842.93,3,Delivered,No,7,3.7,10.4,Shopee Express,,Yes,Customer_100,customer100@email.com,Occasional,Seller_92,North
ORD000104,2024-09-01,04-09-2024,CUST01643,SELL0246,South,Groceries,Debit Card,4142.23,31.99,2817.13,2,Delivered,No,3,3.3,49,Delhivery,,Yes,Customer_101,customer101@email.com,Regular,Seller_93,North
ORD000105,2025-08-26,03-09-2025,CUST05669,SELL0059,West,Home,Wallet,1179.67,44.08,659.67,4,Delivered,No,8,2.6,3.4,Ecom Express,Incorrect Address,Yes,Customer_102,customer102@email.com,Occasional,Seller_94,North
ORD000106,2025-09-21,24-09-2025,CUST05923,SELL0409,West,Groceries,Upi,15276.7,4.03,14661.05,4,Delivered,Yes,3,4.5,82.4,Delhivery,High Demand,Yes,Customer_103,customer103@email.com,Regular,Seller_95,North
ORD000107,2025-04-17,26-04-2025,CUST05719,SELL0013,East,Groceries,Credit Card,13268.6,11.1,11795.79,4,Delivered,No,9,3.1,85.1,Xpressbees,,No,Customer_104,customer104@email.com,Occasional,Seller_96,North
ORD000108,2025-05-23,03-06-2025,CUST02946,SELL0419,North,Electronics,Upi,7937.85,27.64,5743.83,3,Delivered,No,11,2.2,33.4,Bluedart,Incorrect Address,Yes,Customer_105,customer105@email.com,Occasional,Seller_97,West
ORD000109,2025-07-03,13-07-2025,CUST01730,SELL0366,West,Fashion,Upi,12950.56,14.06,11129.71,4,Delivered,No,10,1.7,74,Ecom Express,Weather,Yes,Customer_106,customer106@email.com,Premium,Seller_98,East
ORD000110,2024-09-11,23-09-2024,CUST01987,SELL0473,West,Toys,Debit Card,497.45,25.41,371.05,3,Delivered,No,12,2.3,33.5,Ecom Express,,No,Customer_107,customer107@email.com,Regular,Seller_99,West
ORD000111,2025-05-27,28-05-2025,CUST02803,SELL0212,West,Beauty,Wallet,703.73,35.41,454.54,1,Delivered,No,1,2.6,32.4,Xpressbees,Incorrect Address,No,Customer_108,customer108@email.com,Regular,Seller_100,East
ORD000112,2024-10-21,04-11-2024,CUST01021,SELL0465,East,Fashion,Upi,9776.28,49.75,4912.58,4,Delivered,No,14,4.6,45.3,Ecom Express,,No,Customer_109,customer109@email.com,Premium,Seller_101,South
ORD000113,2025-09-05,07-09-2025,CUST01959,SELL0080,South,Groceries,Upi,5599.94,32.9,3757.56,4,Delivered,No,2,4.7,11.7,Xpressbees,,No,Customer_110,customer110@email.com,Regular,Seller_102,South
ORD000114,2025-03-31,03-04-2025,CUST05722,SELL0061,North,Beauty,Wallet,4465.35,41.44,2614.91,2,Cancelled,No,3,4,4.6,Bluedart,Weather,Yes,Customer_111,customer111@email.com,Regular,Seller_103,North
ORD000115,2025-03-22,27-03-2025,CUST03528,SELL0300,Weast,Groceries,Cod,5858.98,15.23,4966.66,4,Delivered,No,5,2.7,92.7,Ecom Express,High Demand,Yes,Customer_112,customer112@email.com,Occasional,Seller_104,East
ORD000116,2025-08-01,03-08-2025,CUST03303,SELL0292,West,Home,Wallet,8630.48,11.56,7632.8,3,Delivered,No,2,2.4,46.9,Xpressbees,Logistics Issue,Yes,Customer_113,customer113@email.com,Regular,Seller_2,North
ORD000117,2025-07-24,01-08-2025,CUST01806,SELL0270,South,Sports,Credit Card,16886.76,7.64,15596.61,2,Pending,No,8,4.7,45.1,Bluedart,Logistics Issue,Yes,Customer_114,customer114@email.com,Regular,Seller_105,North
